"cn","Aou","BCR","mean.PopEst","med.PopEst","Coeff.var","LCI80.PopEst","UCI80.PopEst","LCI95.PopEst","UCI95.PopEst","rounded.mean.PopEst","rounded.med.PopEst","rounded.LCI80.PopEst","rounded.UCI80.PopEst","rounded.LCI95.PopEst","rounded.UCI95.PopEst"
"Mourning Dove",3160,"11",11878262.08,11642803,0.114972039248493,10177840.1,13504116.2,9682655.725,14454291.5,11900000,11600000,10200000,13500000,9680000,14500000
"Mourning Dove",3160,"19",15157596.18,14940263.5,0.159702083096254,11967298.2,18470160.8,11243896.85,20281443.575,15200000,14900000,1.2e+07,18500000,11200000,20300000
"Mourning Dove",3160,"6",487655.06,481065,0.232639880920781,332655.9,618081.1,296785.225,722163.7,488000,481000,333000,618000,297000,722000
"Mourning Dove",3160,"25",1957384.89,1946686,0.183185247636359,1548437.4,2464585.4,1335396.475,2765484.025,1960000,1950000,1550000,2460000,1340000,2770000
"Mourning Dove",3160,"26",2935365.7,2883981.5,0.168314571318022,2331138.5,3633452.6,2128270.7,3974572.75,2940000,2880000,2330000,3630000,2130000,3970000
"Mourning Dove",3160,"37",1491758.14,1384228.5,0.268642384206459,1076860.8,2102237.2,975506.4,2402012.85,1490000,1380000,1080000,2100000,976000,2400000
"Mourning Dove",3160,"14",1373099.63,1389313.5,0.124857534877487,1145612.2,1594459.7,1049089.25,1693881.8,1370000,1390000,1150000,1590000,1050000,1690000
"Mourning Dove",3160,"12",1406065.91,1375104,0.13922537811573,1167210.9,1682179.6,1089268.3,1819957.675,1410000,1380000,1170000,1680000,1090000,1820000
"Mourning Dove",3160,"17",6889605.97,6688780,0.165627909996532,5601694.6,8421155.7,5283594.225,9554318.4,6890000,6690000,5600000,8420000,5280000,9550000
"Mourning Dove",3160,"8",128078.23,126765,0.359351295427526,71645.5,187426.5,57844.425,218232.2,128000,127000,71600,187000,57800,218000
"Mourning Dove",3160,"34",1273087.6,1215459,0.228803843043981,888903.1,1728448.5,845226.525,1841304.65,1270000,1220000,889000,1730000,845000,1840000
"Mourning Dove",3160,"35",3379726.83,3284049,0.226670242024803,2480116.9,4282758.2,2291078.55,5429308.875,3380000,3280000,2480000,4280000,2290000,5430000
"Mourning Dove",3160,"13",2619495.33,2623825.5,0.148112183717778,2112632.4,3104258.2,1999816.075,3422364.5,2620000,2620000,2110000,3100000,2e+06,3420000
"Mourning Dove",3160,"21",4211157.71,4056439,0.2717178028006,2873297.4,5835408.8,2622668.45,6353862.375,4210000,4060000,2870000,5840000,2620000,6350000
"Mourning Dove",3160,"20",1433233.52,1400866,0.271940671200291,964193.2,1976292.3,872124.35,2222552.425,1430000,1400000,964000,1980000,872000,2220000
"Mourning Dove",3160,"36",2348142.17,2272312.5,0.284654954905241,1627366.2,3354716,1442304.55,3683955.55,2350000,2270000,1630000,3350000,1440000,3680000
"Northern Harrier",3310,"10",54016.41,52697,0.197667304702857,41220.8,68427.9,36914.2,77630.325,54000,52700,41200,68400,36900,77600
"Northern Harrier",3310,"5",5585.76,5261.5,0.436166835896433,2857.8,8742.4,1877.9,11274.175,5590,5260,2860,8740,1880,11300
"Northern Harrier",3310,"6",48217.47,47887,0.233931125296711,34652.5,60133.5,30151.7,78830.3,48200,47900,34700,60100,30200,78800
"Northern Harrier",3310,"9",130485.03,128613,0.147538475537975,107807.3,156231.9,97782.5,172021.825,130000,129000,108000,156000,97800,172000
"Northern Harrier",3310,"15",322.91,294,0.741822641131045,67.8,634.9,40,940.224999999998,323,294,67.8,635,40,940
"Northern Harrier",3310,"32",7360.41,6998.5,0.500274026066771,2911.4,11783.5,1955.675,16398.35,7360,7000,2910,11800,1960,16400
"Northern Harrier",3310,"33",2123.96,1833,0.554240312074319,833.6,4036.5,544.95,4806,2120,1830,834,4040,545,4810
"Northern Harrier",3310,"16",3922.98,3841.5,0.313928817227303,2341.7,5418.6,2086.275,6706.175,3920,3840,2340,5420,2090,6710
"Northern Harrier",3310,"18",22429.42,22143.5,0.190150394434492,17388.9,27900.8,15287.1,31827.5,22400,22100,17400,27900,15300,31800
"Northern Harrier",3310,"30",113.98,110,0.621414776158034,28.9,195.6,13.425,280.1,114,110,28.9,196,13.4,280
"Northern Harrier",3310,"2",5956.99,4805.5,0.755642503418553,1676,12436.8,0,17928.4,5960,4810,1680,12400,0,17900
"Northern Harrier",3310,"3",22864.74,20520,0.688742881747008,4380,48570.9,1422.95,55152.325,22900,20500,4380,48600,1420,55200
"Northern Harrier",3310,"4",19425.23,18626,0.412108254813328,9101.1,29609.2,6488.225,37708.475,19400,18600,9100,29600,6490,37700
"Northern Harrier",3310,"22",2404.59,2325.5,0.298864661495123,1525.9,3372.1,1166,3763.2,2400,2330,1530,3370,1170,3760
"Northern Harrier",3310,"19",4163.94,3882.5,0.405039429711626,2306.9,6019.8,1926.875,8946.275,4160,3880,2310,6020,1930,8950
"Northern Harrier",3310,"11",192677.77,191305.5,0.12129183566571,159681.6,222543.9,150315.175,233601.5,193000,191000,160000,223000,150000,234000
"Northern Harrier",3310,"14",4745.94,4574.5,0.242246366163979,3620.2,6150.4,2878.075,7460.57499999999,4750,4570,3620,6150,2880,7460
"Northern Harrier",3310,"12",13145.11,12711.5,0.203263519473276,10362.8,17109.3,8659.475,18981.5,13100,12700,10400,17100,8660,19000
"Northern Harrier",3310,"29",44.49,37,0.929077909095195,0,97,0,143.025,44.5,37,0,97,0,143
"Northern Harrier",3310,"23",9626.12,9516.5,0.236566326790184,6685.5,12527.4,5931.575,14512.65,9630,9520,6690,12500,5930,14500
"Northern Harrier",3310,"17",76399.79,74480.5,0.194008112650212,58618,96124.8,50927.975,105466.425,76400,74500,58600,96100,50900,105000
"Northern Harrier",3310,"8",25300.32,23463,0.322388573989478,16125.5,35965,12053.075,43003.15,25300,23500,16100,36000,12100,43000
"Northern Harrier",3310,"35",2172.38,1672,1.00594676072801,0,5181.6,0,6902.1,2170,1670,0,5180,0,6900
"Northern Harrier",3310,"13",4497.42,4439,0.211156437660358,3327.3,5717.8,2830.875,6542.525,4500,4440,3330,5720,2830,6540
"Northern Harrier",3310,"28",589.54,517.5,0.506422415541076,279.1,889.8,201.75,1481.125,590,518,279,890,202,1480
"Northern Harrier",3310,"21",314.5,250,1.05146762386372,0,596.400000000001,0,992.174999999999,314,250,0,596,0,992
"Northern Harrier",3310,"7",186.62,180,0.427178562060116,93.8,290.1,72.7,356.95,187,180,93.8,290,72.7,357
"Sharp-shinned Hawk",3320,"10",30308.12,29252,0.260678459348563,20908.7,42655.1,17830.575,47296.35,30300,29300,20900,42700,17800,47300
"Sharp-shinned Hawk",3320,"5",29382.28,28880.5,0.317147594663275,17961.1,42587.9,13373.275,51681.725,29400,28900,18000,42600,13400,51700
"Sharp-shinned Hawk",3320,"9",4620.36,4318,0.452000928989883,2049.1,7296.7,1637.275,9231.42499999999,4620,4320,2050,7300,1640,9230
"Sharp-shinned Hawk",3320,"15",2246.59,2119,0.519356130696686,933.9,3759.4,441.625,4621.64999999999,2250,2120,934,3760,442,4620
"Sharp-shinned Hawk",3320,"32",1476.32,1395,0.576322921335405,478.9,2466.5,199.9,3365.49999999999,1480,1400,479,2470,200,3370
"Sharp-shinned Hawk",3320,"16",8683.24,8448,0.28123668688467,5598.4,11748.4,4965.825,14359.55,8680,8450,5600,11700,4970,14400
"Sharp-shinned Hawk",3320,"30",741.65,731.5,0.470254715746842,303.1,1179.9,199.65,1480,742,732,303,1180,200,1480
"Sharp-shinned Hawk",3320,"28",15157.43,14949,0.183539033529648,12245.8,18135.4,11096.65,21239.475,15200,14900,12200,18100,11100,21200
"Sharp-shinned Hawk",3320,"4",22465.65,21285.5,0.378169958536286,12574.1,32200,7232.125,40088,22500,21300,12600,32200,7230,40100
"Sharp-shinned Hawk",3320,"22",2029.87,1676,0.651617067385042,532,3866.3,242.9,4972.8,2030,1680,532,3870,243,4970
"Sharp-shinned Hawk",3320,"24",4084.02,3935,0.337858725802963,2361,5780.1,1719.925,6995.54999999999,4080,3940,2360,5780,1720,7000
"Sharp-shinned Hawk",3320,"11",10853.34,10890.5,0.338791491395009,5808.5,15510.6,4372.55,19350.475,10900,10900,5810,15500,4370,19400
"Sharp-shinned Hawk",3320,"6",25804.78,24771,0.317628359100948,16306.8,36804.9,11824.7,43059.05,25800,24800,16300,36800,11800,43100
"Sharp-shinned Hawk",3320,"14",13953.75,13904.5,0.247053410874783,9528.3,18208.5,8171.075,21063.05,14000,13900,9530,18200,8170,21100
"Sharp-shinned Hawk",3320,"12",18679.08,18402,0.217906914737516,13665.4,23881.5,11659.3,26684.9,18700,18400,13700,23900,11700,26700
"Sharp-shinned Hawk",3320,"17",3785.08,3505,0.440555428215875,1814.2,6328.2,990.4,6945.1,3790,3500,1810,6330,990,6950
"Sharp-shinned Hawk",3320,"8",27072.46,25534,0.387902841416651,15505.1,40699.1,12794.4,53253.25,27100,25500,15500,40700,12800,53300
"Sharp-shinned Hawk",3320,"34",1648.15,1431.5,0.705481024495,301.4,3370.4,0,3927.25,1650,1430,301,3370,0,3930
"Sharp-shinned Hawk",3320,"13",13124.64,13188,0.193335586681769,9782.6,16487.2,8287.875,17894.75,13100,13200,9780,16500,8290,17900
"Sharp-shinned Hawk",3320,"29",2289.58,1963.5,0.521963918563224,1051.8,4016.3,716.7,4922.65,2290,1960,1050,4020,717,4920
"Sharp-shinned Hawk",3320,"23",504.99,446.5,0.727259315456003,0,1080.4,0,1181.425,505,446,0,1080,0,1180
"Sharp-shinned Hawk",3320,"7",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Sharp-shinned Hawk",3320,"3",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Sharp-shinned Hawk",3320,"26",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Sharp-shinned Hawk",3320,"35",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Sharp-shinned Hawk",3320,"33",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Cooper's Hawk",3330,"10",44357.29,44340,0.196382220744633,34470.8,53364.5,27273.3,62920.7,44400,44300,34500,53400,27300,62900
"Cooper's Hawk",3330,"5",23280.23,22985.5,0.231373536764132,17102.5,31553.6,13018.4,33427.45,23300,23000,17100,31600,13000,33400
"Cooper's Hawk",3330,"9",34656.5,33612,0.209304125486599,25993.2,45340.2,24153.85,48930.65,34700,33600,26000,45300,24200,48900
"Cooper's Hawk",3330,"15",3012.58,2804,0.486307834553496,1433.9,5124.9,927.6,6110.95,3010,2800,1430,5120,928,6110
"Cooper's Hawk",3330,"32",42863.54,42257,0.242732853611026,29158,57789.3,25235.5,65599.025,42900,42300,29200,57800,25200,65600
"Cooper's Hawk",3330,"33",6090.31,4877.5,0.825674520531372,364.2,12657.3,0,18791.425,6090,4880,364,12700,0,18800
"Cooper's Hawk",3330,"16",46441.24,46228.5,0.245829311366838,32775.4,60784.9,28132.05,70645.15,46400,46200,32800,60800,28100,70600
"Cooper's Hawk",3330,"30",15564.16,15385.5,0.16807095383864,12642.5,18732.3,11157.45,20735.675,15600,15400,12600,18700,11200,20700
"Cooper's Hawk",3330,"24",58512.04,57852,0.171495690531835,46072.8,71559.9,43375.3,77970.65,58500,57900,46100,71600,43400,78000
"Cooper's Hawk",3330,"27",86708.57,86090.5,0.123430777837585,73837.6,99778.2,69282.9,111679.775,86700,86100,73800,99800,69300,112000
"Cooper's Hawk",3330,"28",61398.5,60687.5,0.132630502140301,51712.2,71160.6,46746.325,78556.925,61400,60700,51700,71200,46700,78600
"Cooper's Hawk",3330,"31",7940.94,7764,0.338303015547805,4976.8,11435.9,3182.475,13497.275,7940,7760,4980,11400,3180,13500
"Cooper's Hawk",3330,"29",33176.67,33409,0.130425322412411,27906,39179.9,24814.35,41687.4,33200,33400,27900,39200,24800,41700
"Cooper's Hawk",3330,"22",90767.13,87952,0.13521160518651,76319.2,108886.7,69978.275,115379.75,90800,88000,76300,109000,70000,115000
"Cooper's Hawk",3330,"23",37888.83,37777,0.180587291098172,29314.4,45757.9,26024.8,51441.65,37900,37800,29300,45800,26000,51400
"Cooper's Hawk",3330,"11",44314.49,42924.5,0.24621366963849,30547.1,59382.9,26896.925,69744.725,44300,42900,30500,59400,26900,69700
"Cooper's Hawk",3330,"19",35083.95,34524.5,0.231342723863106,25558.6,44933.3,22851.4,52005.425,35100,34500,25600,44900,22900,52000
"Cooper's Hawk",3330,"6",18929.66,18421,0.377712537315857,9977.3,29961.3,5954.275,32921.525,18900,18400,9980,30000,5950,32900
"Cooper's Hawk",3330,"25",18794.79,18687.5,0.295269630696919,11372.7,26338.7,8730.8,28600.625,18800,18700,11400,26300,8730,28600
"Cooper's Hawk",3330,"26",8936.73,8915.5,0.342119467104932,5561.4,12560.6,3495.7,16111.7,8940,8920,5560,12600,3500,16100
"Cooper's Hawk",3330,"37",4451.97,4302.5,0.399150416187866,2309.8,7019,1477.625,7825.85,4450,4300,2310,7020,1480,7830
"Cooper's Hawk",3330,"14",7428.06,7141,0.288302843094897,5035.8,9663.90000000001,3991.375,12103.7,7430,7140,5040,9660,3990,12100
"Cooper's Hawk",3330,"12",11293.13,10894.5,0.298365832197963,7456.6,15762,5552.725,19324.6,11300,10900,7460,15800,5550,19300
"Cooper's Hawk",3330,"34",22091.86,21464.5,0.346019005947758,12286.4,32824.7,9801.5,39780.075,22100,21500,12300,32800,9800,39800
"Cooper's Hawk",3330,"35",10535.1,10127,0.479178656489714,4445,16966,2645.65,20601.925,10500,10100,4440,17000,2650,20600
"Cooper's Hawk",3330,"13",19552.51,19068,0.17850590945691,15789.3,24497.5,13848.55,26280.55,19600,19100,15800,24500,13800,26300
"Cooper's Hawk",3330,"21",20981.86,20619,0.21713126308269,14772.5,27024.4,13532.275,30459.425,21000,20600,14800,27000,13500,30500
"Cooper's Hawk",3330,"17",7397.14,5837.5,0.619708784021058,2674.3,13568.6,1605.125,18045.5,7400,5840,2670,13600,1610,18000
"Cooper's Hawk",3330,"20",4475.47,3994,0.503486668694433,1947.3,7808.6,1250.225,9579.175,4480,3990,1950,7810,1250,9580
"Cooper's Hawk",3330,"36",5873.07,5338,0.525246330061412,2345.3,9774.1,1064.85,12658.7,5870,5340,2350,9770,1060,12700
"Cooper's Hawk",3330,"18",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Red-tailed Hawk",3370,"10",213952.52,213177.5,0.129057905813805,175190.7,247343.4,166333.5,265026.1,214000,213000,175000,247000,166000,265000
"Red-tailed Hawk",3370,"4",44079.04,42702,0.218568322926138,32076.8,57017.4,28233.175,63725.825,44100,42700,32100,57000,28200,63700
"Red-tailed Hawk",3370,"5",55768.14,55069,0.186902222506915,44547.7,68044,37535.7,80706.375,55800,55100,44500,68000,37500,80700
"Red-tailed Hawk",3370,"6",201780.68,191927,0.19542380112994,161793.6,254251.1,146508.325,303080.825,202000,192000,162000,254000,147000,303000
"Red-tailed Hawk",3370,"9",411120.83,412137.5,0.12439797967096,351687.2,475471.5,319922.225,527440.275,411000,412000,352000,475000,320000,527000
"Red-tailed Hawk",3370,"15",7194.64,7166,0.314832117522625,4825.5,9966,3143.475,12927.275,7190,7170,4830,9970,3140,12900
"Red-tailed Hawk",3370,"32",148058.22,144129,0.281324838610725,96861.5,194908.3,85601.475,239864.275,148000,144000,96900,195000,85600,240000
"Red-tailed Hawk",3370,"33",85669.01,83815.5,0.192347888555063,66018.3,109159.5,60679.175,118605.6,85700,83800,66000,109000,60700,119000
"Red-tailed Hawk",3370,"16",110936.66,110642.5,0.146172753861487,90929.9,132912.8,82953.225,142210.025,111000,111000,90900,133000,83000,142000
"Red-tailed Hawk",3370,"18",100376.58,96383.5,0.171819512373572,80948.2,123397.9,74709.65,137527.475,1e+05,96400,80900,123000,74700,138000
"Red-tailed Hawk",3370,"30",11716.29,11685,0.129422070322566,9637.7,13653.4,8968.4,15144.1,11700,11700,9640,13700,8970,15100
"Red-tailed Hawk",3370,"24",72856.08,70980,0.13368051859375,61117.2,84580.3,58767.975,96688.225,72900,71000,61100,84600,58800,96700
"Red-tailed Hawk",3370,"27",69997.67,69151.5,0.132481853534795,58357,83371.9,55518.8,90361.9,70000,69200,58400,83400,55500,90400
"Red-tailed Hawk",3370,"28",66520.02,66142,0.129366741354988,56196.5,78309.7,50983.425,83347.25,66500,66100,56200,78300,51000,83300
"Red-tailed Hawk",3370,"29",27098.26,27190.5,0.120337181315868,22745,31578.9,21656.375,34497.525,27100,27200,22700,31600,21700,34500
"Red-tailed Hawk",3370,"31",6185.12,5883,0.31849023411243,4113.2,8593.30000000001,3412.45,10271.575,6190,5880,4110,8590,3410,10300
"Red-tailed Hawk",3370,"22",184661.58,182122,0.114423678381777,157726.2,214989.4,148076.45,228324.525,185000,182000,158000,215000,148000,228000
"Red-tailed Hawk",3370,"23",47821.83,48740,0.159144797759545,37529.5,56036.2,34786.45,61406.825,47800,48700,37500,56000,34800,61400
"Red-tailed Hawk",3370,"11",337656.56,330965,0.1265759042979,288362.4,395500.6,265666.375,428500.325,338000,331000,288000,396000,266000,429000
"Red-tailed Hawk",3370,"19",195645.28,193193.5,0.139041131201547,160952.7,229320.5,148145.35,248780.1,196000,193000,161000,229000,148000,249000
"Red-tailed Hawk",3370,"25",25551.79,25361,0.199004649816669,18803.5,31858.8,17423.5,34851.65,25600,25400,18800,31900,17400,34900
"Red-tailed Hawk",3370,"26",23858.87,23418.5,0.217586724109829,18465.5,29827.5,16157.3,38591.925,23900,23400,18500,29800,16200,38600
"Red-tailed Hawk",3370,"37",9855.21,9530,0.255061561860357,6975,12934.9,5676.325,14756.975,9860,9530,6980,12900,5680,14800
"Red-tailed Hawk",3370,"14",5555.2,5369.5,0.210031961748415,4260.8,7059.6,3535.9,8380.05,5560,5370,4260,7060,3540,8380
"Red-tailed Hawk",3370,"12",14382.11,14253.5,0.185150486620154,11277.4,17687.5,10358,19746.45,14400,14300,11300,17700,10400,19700
"Red-tailed Hawk",3370,"8",50477.65,48752.5,0.308388968824357,31595.7,70429.8,22712.175,82261.8,50500,48800,31600,70400,22700,82300
"Red-tailed Hawk",3370,"17",94925.79,92013,0.151149451904961,77707.6,112323.9,72443.075,121515.45,94900,92000,77700,112000,72400,122000
"Red-tailed Hawk",3370,"7",16020.52,15883,0.33811913271551,9287.1,24305.3,7774.65,27706.15,16000,15900,9290,24300,7770,27700
"Red-tailed Hawk",3370,"34",41943.9,40368.5,0.280077806786286,28117.8,58321.9,25940.15,65398.375,41900,40400,28100,58300,25900,65400
"Red-tailed Hawk",3370,"35",49542.79,48044.5,0.237100034396493,36630,67631.1,30685.4,74972.875,49500,48000,36600,67600,30700,75000
"Red-tailed Hawk",3370,"13",28170,28349.5,0.181768430920524,21594,34288.5,18967.45,38268.2,28200,28300,21600,34300,19000,38300
"Red-tailed Hawk",3370,"21",70641.6,70099.5,0.208075594583599,52855.5,92026.6,46670.4,100983.85,70600,70100,52900,92000,46700,101000
"Red-tailed Hawk",3370,"20",16836.15,15428.5,0.305346760934577,10817.3,24162,9330.4,26483.5,16800,15400,10800,24200,9330,26500
"Red-tailed Hawk",3370,"36",7873.91,7176.5,0.423582569968449,4473.8,12536.8,3073.475,16015.55,7870,7180,4470,12500,3070,16000
"Swainson's Hawk",3420,"9",150052.37,151487.5,0.202053300909925,117656.7,193071.8,98311.6,219934.825,150000,151000,118000,193000,98300,220000
"Swainson's Hawk",3420,"32",58402.57,52042.5,0.509964785705588,25381.2,99568.7000000001,21020.225,131375.8,58400,52000,25400,99600,21000,131000
"Swainson's Hawk",3420,"10",27715,27408,0.285778374232178,18745.8,38845.7,14972.2,44316.95,27700,27400,18700,38800,15000,44300
"Swainson's Hawk",3420,"16",24507.16,23228.5,0.318776714985558,16165.3,33782.2,14223.075,40200.375,24500,23200,16200,33800,14200,40200
"Swainson's Hawk",3420,"18",278510.24,276524.5,0.121243188357938,239047,318977.6,222195.25,351617.5,279000,277000,239000,319000,222000,352000
"Swainson's Hawk",3420,"19",37218.77,36801.5,0.192111770170541,29100.2,46109.4,25783.425,52751.125,37200,36800,29100,46100,25800,52800
"Swainson's Hawk",3420,"22",293.12,256,0.609693940226652,98.2,549.6,35.6,684.174999999999,293,256,98.2,550,35.6,684
"Swainson's Hawk",3420,"11",247441.02,244492.5,0.164224324076012,200595.2,296243.8,182410.45,341683.2,247000,244000,201000,296000,182000,342000
"Swainson's Hawk",3420,"6",1440.89,1355.5,0.661486118318989,378.9,2393.2,275.4,3922.84999999999,1440,1360,379,2390,275,3920
"Swainson's Hawk",3420,"37",3265.1,3118,0.342753323696892,1935.3,4838.2,1656.75,5823.3,3270,3120,1940,4840,1660,5820
"Swainson's Hawk",3420,"24",121.35,107.5,0.805199084428789,0,241,0,341.2,121,108,0,241,0,341
"Swainson's Hawk",3420,"17",39397.66,38310,0.211794495468948,29750.5,50302.6,24245.35,56870.6,39400,38300,29800,50300,24200,56900
"Swainson's Hawk",3420,"33",2167.16,1988,0.581196579748938,605,3671.6,262.95,5254.55,2170,1990,605,3670,263,5250
"Swainson's Hawk",3420,"34",15097.16,13917,0.462625003372361,6802.4,25691.2,4317.275,29514.225,15100,13900,6800,25700,4320,29500
"Swainson's Hawk",3420,"35",64007.45,62957,0.232078772445436,45602.6,83752.2,38882.975,98419.675,64000,63000,45600,83800,38900,98400
"Swainson's Hawk",3420,"20",589.05,518,0.633395815697245,165.8,1014.4,71.85,1596.6,589,518,166,1010,71.8,1600
"Swainson's Hawk",3420,"21",7319.08,7147.5,0.398372195823651,3707.3,11241.8,3008.825,13451.55,7320,7150,3710,11200,3010,13500
"Swainson's Hawk",3420,"36",8558.55,7899.5,0.328028466076364,5702.7,12283.4,4396.55,15885.35,8560,7900,5700,12300,4400,15900
"Swainson's Hawk",3420,"3",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Swainson's Hawk",3420,"15",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Swainson's Hawk",3420,"4",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Golden Eagle",3490,"9",32746.38,32100,0.186122380472634,25904.5,41406,22700.325,44285.875,32700,32100,25900,41400,22700,44300
"Golden Eagle",3490,"15",120.41,102,0.72813171206644,22,237.1,0,339.1,120,102,22,237,0,339
"Golden Eagle",3490,"32",1613.42,1565.5,0.357412402010047,926.7,2353.5,772.875,2896.55,1610,1570,927,2350,773,2900
"Golden Eagle",3490,"5",247.65,184.5,0.892215849425623,30,468.8,0,821.575,248,184,30,469,0,822
"Golden Eagle",3490,"10",24819.69,24270,0.205604322487169,18752.7,31226.7,16753.05,35701.625,24800,24300,18800,31200,16800,35700
"Golden Eagle",3490,"16",12006.84,11769,0.217192732576943,8762.1,15786.5,7138.1,17486.975,12000,11800,8760,15800,7140,17500
