strata_name,median_proportion,mean_proportion,lci_proportion,uci_proportion,mean_abund,abund_22,species,sp_ebird,log_ratio,ratio
CA-ON-13,1.1165464039143873,1.1224449645295254,0.8866008155042435,1.3951204760010445,109557.85442727109,121605.2155824752,Brown Creeper,brncre,0.11550931005993285,1.1224449645295254
CA-ON-8,1.07754985983811,1.0863420494564306,0.8316398933685537,1.3916903879738312,1437671.6763718948,1538352.1083690538,Brown Creeper,brncre,0.08281613458847854,1.0863420494564306
CA-PE-14,1.5662386380800024,1.5913561566025545,1.109208737576016,2.1829791643776373,7609.109878067191,11769.64739463064,Brown Creeper,brncre,0.4645865813760241,1.5913561566025545
CA-QC-12,1.23384318187968,1.244143248291663,0.9952543473509126,1.5404196984166485,1292310.270261507,1591468.196425493,Brown Creeper,brncre,0.2184471390474365,1.244143248291663
CA-QC-13,1.1999446364880801,1.2061538963293341,0.948052987968236,1.5037296335399422,11915.341166588425,14203.710825738432,Brown Creeper,brncre,0.18743669906029967,1.2061538963293341
CA-QC-14,1.3215155589524712,1.3298889222393322,1.0633030161498336,1.6335090775439745,298429.03565922554,392791.1307073681,Brown Creeper,brncre,0.28509542163263,1.3298889222393322
CA-QC-8,1.1540604709491342,1.1643843314772988,0.8870216822906637,1.4943002619272867,1572288.6905846659,1802241.0507760895,Brown Creeper,brncre,0.15219247649279868,1.1643843314772988
CA-SK-6,0.755208735787055,0.764544579634793,0.4831682460208454,1.097111604215198,429295.1546332817,314515.3421494764,Brown Creeper,brncre,-0.2684749431681849,0.764544579634793
US-AK-4,0.9150116665631247,0.936642841287073,0.5918958311380468,1.4030544809769114,79162.99613896883,70773.41128469912,Brown Creeper,brncre,-0.06545324199428534,0.936642841287073
US-AK-5,0.9280789938588325,0.9397641371850661,0.6717345041963734,1.2787948316042694,252540.93073964978,231380.269557884,Brown Creeper,brncre,-0.06212635309147521,0.9397641371850661
US-AZ-16,0.7979937081466582,0.8089472725066856,0.5600017300026336,1.1200763822376507,39872.64303048594,31320.170323220274,Brown Creeper,brncre,-0.21202154018282476,0.8089472725066856
US-AZ-34,0.7830450797652249,0.7912700102175362,0.5677648057986535,1.0681611863433818,310021.220282885,239410.07257876583,Brown Creeper,brncre,-0.23411601646906863,0.7912700102175362
US-CA-15,0.6987687161765562,0.7016918500867867,0.5630403591104121,0.8551412265491526,1815789.6090269075,1262269.8227228764,Brown Creeper,brncre,-0.3542609313177979,0.7016918500867867
US-CA-32,0.609918108987868,0.6129359598076844,0.46544432191644036,0.7856701709392984,616364.194134351,371886.6685603009,Brown Creeper,brncre,-0.48949481863759337,0.6129359598076844
US-CA-33,0.6732581189894367,0.6810928872905107,0.480557211063175,0.916911600921661,2884.4121931131695,1915.9728771510365,Brown Creeper,brncre,-0.38405658376324275,0.6810928872905107
US-CA-5,0.7616221048608345,0.7661429717782853,0.6095445814580139,0.9480572166327332,953916.9424845476,723162.334416186,Brown Creeper,brncre,-0.26638647942783544,0.7661429717782853
US-CA-9,0.7249410081442456,0.7275560632017523,0.5526074960968267,0.9156462951143806,259485.23262326393,186127.43595929924,Brown Creeper,brncre,-0.31806422008539803,0.7275560632017523
US-CO-16,0.8715415167174552,0.8783386325440398,0.6705568775020742,1.1228586001212797,316882.6315519102,274020.1323002872,Brown Creeper,brncre,-0.1297230734360128,0.8783386325440398
US-CT-30,1.4256235403606516,1.4428512227547636,0.9851592993605279,2.0112911857304305,38827.2995359841,54308.88905646554,Brown Creeper,brncre,0.36662117174223,1.4428512227547636
US-ID-10,0.9717225466191176,0.9796887964854654,0.8013886265888477,1.1970689563287782,639562.2217418718,621113.5766557497,Brown Creeper,brncre,-0.020520312355328262,0.9796887964854654
US-ID-9,0.9369426214733029,0.9441046500234609,0.730376030800663,1.1997334420840668,42855.853339047375,39892.41479147931,Brown Creeper,brncre,-0.05751826090523865,0.9441046500234609
US-MA-14,1.2894233935378006,1.2958555023275549,1.0105710280479447,1.6297862225207131,79497.3355865218,101682.12572140183,Brown Creeper,brncre,0.25917109659641285,1.2958555023275549
US-MA-30,1.4773581944950167,1.487375647642587,1.172358912505499,1.8549516991258586,100646.02027465636,147851.6470040445,Brown Creeper,brncre,0.3970132567196506,1.487375647642587
US-MD-28,1.0808210010417543,1.091168158211592,0.7504110804299298,1.4986225845532353,9423.9443609127,9989.978006754955,Brown Creeper,brncre,0.08724882715673334,1.091168158211592
US-ME-14,1.4670309100919225,1.478304961645549,1.1873907730397484,1.8286264770549858,621452.943971547,909089.9078480729,Brown Creeper,brncre,0.39089613523771416,1.478304961645549
US-ME-30,1.5769628136901304,1.605072522975086,1.1394281453017903,2.213065289777564,20407.74597311341,31861.841733621004,Brown Creeper,brncre,0.47316894121539743,1.605072522975086
US-MI-12,0.8821631541339601,0.8859057394916441,0.6779520158992887,1.1120676090262287,466687.4905269653,407574.0203181114,Brown Creeper,brncre,-0.12114472287236586,0.8859057394916441
US-MI-23,1.0070223858435043,1.0182118284003387,0.7039809468666274,1.3976060395201035,58337.975258583785,57796.03367675744,Brown Creeper,brncre,0.018047979390080297,1.0182118284003387
US-MN-12,0.8076739793607766,0.8124151847667902,0.6092748483350511,1.0437489658835855,279749.293228014,223443.5053112248,Brown Creeper,brncre,-0.20774375820638394,0.8124151847667902
US-MT-10,0.9172658619272762,0.9219910629581136,0.715599521576502,1.1566877354608496,548905.4115994988,499240.07932861074,Brown Creeper,brncre,-0.08121974857651991,0.9219910629581136
US-NC-28,1.0567422460719578,1.0880061935072132,0.5867079266679528,1.7667539927862257,58028.54163488341,58408.37555658131,Brown Creeper,brncre,0.08434684097932513,1.0880061935072132
US-NH-14,1.4663965580648652,1.4764003786907591,1.2203764015767795,1.7821278338529538,236225.90024087558,346064.53820911655,Brown Creeper,brncre,0.3896069486697174,1.4764003786907591
US-NH-30,1.6124046053587615,1.631408438103163,1.2336187671877827,2.1481019323402757,45358.14733026497,72660.64666477458,Brown Creeper,brncre,0.48944371417890037,1.631408438103163
US-NM-16,0.7851335070272067,0.794494610518208,0.5537556666686076,1.093494373723377,183232.3487410954,141512.53614508797,Brown Creeper,brncre,-0.2300490765170993,0.794494610518208
US-NM-34,0.7897418178298937,0.8010355491643494,0.5369912845586073,1.1298905534292119,139480.41164552662,108055.26284295117,Brown Creeper,brncre,-0.22184995191937165,0.8010355491643494
US-NM-35,0.7911044307763395,0.8042392394279555,0.5296841495927158,1.1468863078627038,33580.04329475449,26027.616865616106,Brown Creeper,brncre,-0.2178584925882502,0.8042392394279555
US-NY-13,1.140875472257414,1.145631934616036,0.9194069187668348,1.3965963558030243,125008.67075244192,141893.3743709491,Brown Creeper,brncre,0.1359563927226217,1.145631934616036
US-NY-14,1.1541686422557471,1.1629360430575872,0.8996381081722752,1.4567381932713583,472065.130906859,542019.5881760715,Brown Creeper,brncre,0.1509478789526309,1.1629360430575872
US-NY-28,1.0741303013111303,1.081784602952319,0.8125195974950998,1.401389738013581,278302.03633971594,295802.2683302139,Brown Creeper,brncre,0.07861208754961219,1.081784602952319
US-OR-10,0.8900613852303197,0.8970567542308128,0.6736442123393257,1.1610555366899602,340803.5202958217,300582.1824841164,Brown Creeper,brncre,-0.10863614776454998,0.8970567542308128
US-OR-5,0.9343300522045112,0.9380975271356581,0.7720744447679552,1.1308128655025602,1544576.5815765355,1438065.1781299163,Brown Creeper,brncre,-0.06390136188860848,0.9380975271356581
US-OR-9,0.883138271577294,0.8877013841618191,0.7216409650104066,1.0741158594475524,304930.90580131,268443.66635342326,Brown Creeper,brncre,-0.11911987164151219,0.8877013841618191
US-PA-13,1.0823804719872714,1.091762051894979,0.7563056354768125,1.4978320260925981,10126.810117308685,10747.483276641451,Brown Creeper,brncre,0.08779295238372453,1.091762051894979
US-PA-28,1.1039268710093997,1.1107464970319778,0.8913651805327494,1.3628823540612103,254149.13497465505,279378.252772276,Brown Creeper,brncre,0.10503230913273666,1.1107464970319778
US-RI-30,1.4440844796486598,1.4630716483174464,0.9910382181019046,2.045159000161551,16512.629910684103,23391.66869150867,Brown Creeper,brncre,0.38053809439825187,1.4630716483174464
US-SD-17,0.8623599199902207,0.8732932403036205,0.5929400263464258,1.2327855012587385,41060.31757394172,34729.320882298125,Brown Creeper,brncre,-0.1354838799982004,0.8732932403036205
US-UT-16,0.8627963756540878,0.8704998539439776,0.6315146328666073,1.1552791194273488,185123.17988909798,157639.75762223403,Brown Creeper,brncre,-0.13868768755796534,0.8704998539439776
US-VA-28,1.0457834093576155,1.0714144024777355,0.6336499245276958,1.650727720702266,9709.786582880815,9825.171340968114,Brown Creeper,brncre,0.06897964704539533,1.0714144024777355
US-VT-14,1.3417913147206497,1.3488404565596117,1.1075139515840218,1.631253071498293,250997.1352690248,335933.35785396554,Brown Creeper,brncre,0.29924530229932633,1.3488404565596117
US-WA-10,0.9114453687409823,0.9162685538387267,0.7306559537071078,1.1224893881971034,175016.47560229508,158749.1109039403,Brown Creeper,brncre,-0.08744577623052664,0.9162685538387267
US-WA-5,1.0144510567781768,1.0192676944915797,0.8326439923105591,1.238518947212424,986498.4868269206,997000.7575459616,Brown Creeper,brncre,0.019084422872232464,1.0192676944915797
US-WA-9,0.9671540341640387,0.9705844185078422,0.8037642548504743,1.1665677889386452,400304.5954383582,385799.50591363414,Brown Creeper,brncre,-0.029856895603878893,0.9705844185078422
US-WI-12,0.7294135802519743,0.7345830592373699,0.5365132087384498,0.9632115967976905,179832.1933575295,129479.74883833983,Brown Creeper,brncre,-0.30845220706944015,0.7345830592373699
US-WI-23,0.7151240546405913,0.7300225927928711,0.38835770630742583,1.175371811272697,28958.708727983856,19574.082202894253,Brown Creeper,brncre,-0.3146797962872814,0.7300225927928711
US-WV-28,1.0546743139023786,1.0671759552624172,0.7533181129460903,1.4523082126734,56352.309954243014,58601.16360580902,Brown Creeper,brncre,0.06501586524925687,1.0671759552624172
US-WY-10,0.898332582971098,0.9045108615021136,0.7045491985390719,1.1492362984271254,142048.8399434112,126734.4310232145,Brown Creeper,brncre,-0.10036096592467553,0.9045108615021136
US-WY-16,0.8704008043909567,0.8800199551738208,0.6278527541967603,1.1849669290390465,5351.80267233196,4596.955564088358,Brown Creeper,brncre,-0.12781069543310178,0.8800199551738208
CA-BC-9,0.6665254261810023,0.7175571702961631,0.2495368399410074,1.47257551046191,1495.4968562159377,898.7272441883524,Canyon Wren,canwre,-0.3319026546673524,0.7175571702961631
US-AZ-16,0.6025226844623566,0.6408240188297473,0.30552852863243013,1.1636482396734635,156483.67901501342,90704.02244919472,Canyon Wren,canwre,-0.4450004013621717,0.6408240188297473
US-AZ-33,0.47652859908383094,0.49727647063030855,0.2453166785622786,0.8717287298541507,204367.8901393965,94154.19142497747,Canyon Wren,canwre,-0.6986091286170567,0.49727647063030855
US-AZ-34,0.5366298338726836,0.5497594334423082,0.31713554111290454,0.860592472364711,217455.10382378908,114397.66002148313,Canyon Wren,canwre,-0.598274490181423,0.5497594334423082
US-CA-15,0.47544205493588254,0.4945885512095074,0.2516539042118304,0.8474730310817983,10409.41218710188,4810.640188226223,Canyon Wren,canwre,-0.7040290717375234,0.4945885512095074
US-CA-32,0.5429624903667989,0.5579984303340816,0.3108299133075829,0.901882563766707,74313.47660056801,39514.78547063544,Canyon Wren,canwre,-0.5833991296261418,0.5579984303340816
US-CA-33,0.48327723389407584,0.5084161364212898,0.21559706897929476,0.9554313908977519,50841.085437878835,23060.79437313293,Canyon Wren,canwre,-0.6764550005535153,0.5084161364212898
US-CA-5,0.4328602059299449,0.46091361787024465,0.16069038361586804,0.9221636504756204,1083.462582229516,422.20639002894427,Canyon Wren,canwre,-0.7745446334343031,0.46091361787024465
US-CA-9,0.39990428467319,0.41696502847621153,0.19123528028233153,0.7448971737461956,10826.230199106714,4114.914999285538,Canyon Wren,canwre,-0.8747529252656049,0.41696502847621153
US-CO-16,0.6085880559052241,0.6330452950225812,0.33716566884058136,1.0844256235806125,52048.98089406691,30715.312143735508,Canyon Wren,canwre,-0.4572133032801559,0.6330452950225812
US-CO-18,0.6052757837238079,0.6402380596919233,0.28296685203175626,1.2039150510001382,31729.888366856907,18070.050802425536,Canyon Wren,canwre,-0.4459152035228354,0.6402380596919233
US-ID-10,0.7262831256207625,0.7534770613627205,0.3658175470905733,1.3129041783119257,16913.725557992308,11751.686475134575,Canyon Wren,canwre,-0.28305670416236134,0.7534770613627205
US-ID-9,0.6319622411928763,0.6533003436326951,0.3441913595692668,1.089863533252442,39101.68127855861,23932.960936885895,Canyon Wren,canwre,-0.42571831114032344,0.6533003436326951
US-NM-16,0.5504022592359487,0.5699608762894072,0.2939597335137693,0.9478072956163514,77111.59106768353,40978.77706394137,Canyon Wren,canwre,-0.562187558598002,0.5699608762894072
US-NM-18,0.523980223897161,0.5568644483784597,0.228371666775099,1.0733192158686906,64747.29723321808,31484.91507715324,Canyon Wren,canwre,-0.5854334288540459,0.5568644483784597
US-NM-34,0.7218615086954194,0.7551155520900796,0.3932261179651666,1.285781289768022,36138.450108775774,25290.369922679776,Canyon Wren,canwre,-0.28088449231800167,0.7551155520900796
US-NM-35,0.6026883747557759,0.6289093582152853,0.31671824337616383,1.07949976981432,38010.81730139159,22122.673861850628,Canyon Wren,canwre,-0.463768137251952,0.6289093582152853
US-NV-9,0.5161009785776238,0.5390622520007353,0.2445632995547806,0.9657063520638469,59249.18435884645,29044.829128468762,Canyon Wren,canwre,-0.6179242193790706,0.5390622520007353
US-OK-19,0.5972749739579728,0.7031525516473032,0.12178508732205064,1.8960691416190854,3620.088879832075,1572.1468241919856,Canyon Wren,canwre,-0.3521814097919937,0.7031525516473032
US-OR-10,0.7098511094373947,0.7380872232095118,0.3478006975796728,1.284289513676827,21921.533722882097,14771.35095237509,Canyon Wren,canwre,-0.3036932727346157,0.7380872232095118
US-OR-9,0.75694049805042,0.7800966047093079,0.4646399655556749,1.2112484431497477,68492.2779284128,51376.67409978866,Canyon Wren,canwre,-0.24833751477612875,0.7800966047093079
US-SD-17,0.5188877835603123,0.5626236478772615,0.2125620715082027,1.158904540460725,2734.9490955372025,1300.5116427071457,Canyon Wren,canwre,-0.5751443506116322,0.5626236478772615
US-TX-19,0.7914462061817094,0.8474016985082601,0.28406929394526215,1.7240414642119437,1434.2050312497736,1004.8800829979273,Canyon Wren,canwre,-0.1655804364156425,0.8474016985082601
US-TX-20,1.1297682967486402,1.171903410687176,0.6178748153787738,1.9643290442315737,58546.14683973973,63711.02117131366,Canyon Wren,canwre,0.1586292736691529,1.171903410687176
US-TX-21,1.129052584002416,1.2185346462917388,0.43255437711970673,2.528132027680953,1463.5190746337826,1479.7667037382253,Canyon Wren,canwre,0.19764902723797773,1.2185346462917388
US-TX-35,1.0881398493214922,1.1224397355978755,0.6320023340097557,1.785779030904032,133466.63450354282,141447.7160514852,Canyon Wren,canwre,0.11550465152967551,1.1224397355978755
US-UT-16,0.44912117171482885,0.46293968349963543,0.26039256961006585,0.7436972646366693,315707.59476824815,139176.34877832184,Canyon Wren,canwre,-0.7701585066011257,0.46293968349963543
US-UT-9,0.5037400607864073,0.539947086103876,0.2087540506892628,1.0804678251577382,15751.955473615202,7356.982269664927,Canyon Wren,canwre,-0.6162841329215489,0.539947086103876
US-WA-10,0.7340510754555885,0.7671357599317433,0.36820579750446547,1.3590923806772788,629.729806853651,442.708182046187,Canyon Wren,canwre,-0.26509149206295846,0.7671357599317433
US-WA-9,0.7362345531479084,0.7581160946315056,0.41815588826656946,1.2290298390892938,20942.045712660103,15030.087933364004,Canyon Wren,canwre,-0.27691874592296317,0.7581160946315056
US-WY-17,0.588750834065441,0.6584483819912296,0.2058326150117385,1.5480374240531436,725.5719173536157,376.66662645530715,Canyon Wren,canwre,-0.41786914812829745,0.6584483819912296
CA-AB-10,0.6690444548584304,0.6725802852892585,0.5167577585576201,0.851829365631215,9075.661171910808,6008.067365864632,Black-capped Chickadee,bkcchi,-0.39663379130201304,0.6725802852892585
CA-AB-11,0.6722682325789089,0.6744094896431435,0.5567175670776673,0.807722791885225,615864.5516230057,411740.7775854526,Black-capped Chickadee,bkcchi,-0.3939178011551399,0.6744094896431435
CA-AB-6,0.7369443076011148,0.7394846648514206,0.6391721283696491,0.8542457156550151,3657641.586373752,2690724.54658043,Black-capped Chickadee,bkcchi,-0.3018017342316686,0.7394846648514206
CA-BC-10,0.7132928601060106,0.7144866683816065,0.6233491314461105,0.8148410547656201,1746160.9248849994,1242124.468187803,Black-capped Chickadee,bkcchi,-0.3361909404544406,0.7144866683816065
CA-BC-5,0.8098666272158843,0.8130147170324334,0.6634740790444107,0.9813913672238852,397844.6979975531,320369.52812068106,Black-capped Chickadee,bkcchi,-0.2070060674672536,0.8130147170324334
CA-BC-6,0.8354033017934115,0.840716235484152,0.6605306935877409,1.051690646497238,435582.8496545739,361269.46828055446,Black-capped Chickadee,bkcchi,-0.17350108916325385,0.840716235484152
CA-BC-9,0.7471328980439915,0.7496970693663924,0.6140908252086952,0.9020933014522787,285911.89899596816,212381.14282984656,Black-capped Chickadee,bkcchi,-0.288086061555868,0.7496970693663924
CA-MB-11,0.7370199689020791,0.7387728426006537,0.5876335540643308,0.9024734055036585,251540.7770193542,183702.70326627736,Black-capped Chickadee,bkcchi,-0.3027647901298394,0.7387728426006537
CA-MB-12,0.948215198740382,0.9523527732903253,0.7950031441220057,1.1364912263558324,221136.1240217407,208896.5318700657,Black-capped Chickadee,bkcchi,-0.04881975265232528,0.9523527732903253
CA-MB-6,0.7204989531151176,0.724201195778025,0.5910102766656047,0.8765545938212761,265834.9397907019,190657.14477101655,Black-capped Chickadee,bkcchi,-0.32268603048097766,0.724201195778025
CA-MB-8,0.8899270483772813,0.8971427415099505,0.6970475312513699,1.139026618714594,264849.78393216466,234060.41222954515,Black-capped Chickadee,bkcchi,-0.10854029746539681,0.8971427415099505
CA-NB-14,1.0357990754533613,1.03891182770433,0.9148875421942352,1.1746747794232588,5636475.29153663,5834100.8470426975,Black-capped Chickadee,bkcchi,0.038173845863818924,1.03891182770433
CA-NL-8,0.7902050303852346,0.7947523678668675,0.6379727738208297,0.9703000349946029,1532235.1663135812,1204437.9130114575,Black-capped Chickadee,bkcchi,-0.22972469980985957,0.7947523678668675
CA-NS-14,0.8953422282867761,0.8962514181795809,0.7893938860443503,1.0086141111700002,5723407.201003661,5110625.77278492,Black-capped Chickadee,bkcchi,-0.10953430472135146,0.8962514181795809
CA-NT-6,0.748944327824975,0.7567476867454506,0.5380024360935517,1.0161506764524189,15236.247129714515,11238.16985212288,Black-capped Chickadee,bkcchi,-0.27872538791292883,0.7567476867454506
CA-ON-12,0.9572759779377209,0.9578909439215457,0.8731275433016099,1.0476670894787914,11003077.483617252,10520112.551975062,Black-capped Chickadee,bkcchi,-0.04302134473387258,0.9578909439215457
CA-ON-13,0.9863174725016464,0.9878774372715682,0.8982339420923058,1.0847019775477449,4520794.200034433,4457131.170973344,Black-capped Chickadee,bkcchi,-0.012196640273840289,0.9878774372715682
CA-ON-8,0.9081493176197242,0.911218365248675,0.781764143123135,1.0533907527411956,5501036.226509452,4984743.854599062,Black-capped Chickadee,bkcchi,-0.09297271203836394,0.911218365248675
CA-PE-14,0.8374800215352227,0.8442092541976488,0.6539631475786268,1.0666385631156194,500173.314690066,416006.69285225176,Black-capped Chickadee,bkcchi,-0.16935488360231662,0.8442092541976488
CA-QC-12,0.8987522894204635,0.8996913993185455,0.797181876774781,1.0084442125679618,8304580.858963475,7446387.983081318,Black-capped Chickadee,bkcchi,-0.10570346410398326,0.8996913993185455
CA-QC-13,0.9534298602148462,0.9550700977096159,0.8350062335069685,1.0826255821104185,1469323.5001201571,1397513.5447558074,Black-capped Chickadee,bkcchi,-0.0459705404520562,0.9550700977096159
CA-QC-14,0.9822687201567873,0.9847006699219063,0.8670864694415271,1.116645895785856,3278831.5425790804,3216340.548246095,Black-capped Chickadee,bkcchi,-0.015417572397641945,0.9847006699219063
CA-QC-8,0.8900832881060464,0.892274138019002,0.7551818616623757,1.0449045268817332,1679074.3118423573,1488323.656408569,Black-capped Chickadee,bkcchi,-0.11398186400048568,0.892274138019002
CA-SK-11,0.7024623631780289,0.706002435100371,0.5505691124403475,0.8816366405277816,138262.25162127306,96258.7495722428,Black-capped Chickadee,bkcchi,-0.34813659234417615,0.706002435100371
CA-SK-6,0.6603464445149014,0.6631450382131497,0.5175061575324407,0.8264475579469911,768056.446210043,502315.9850476213,Black-capped Chickadee,bkcchi,-0.41076155221837585,0.6631450382131497
CA-SK-8,0.7403434014336532,0.7455263790852733,0.5437219477097055,0.9847910442222789,5416.9788114794565,3949.226109702827,Black-capped Chickadee,bkcchi,-0.2936647609831387,0.7455263790852733
CA-YT-4,0.7604782718356917,0.7688246256765837,0.5523641696312502,1.0268105524595659,13834.60224587724,10384.494003188069,Black-capped Chickadee,bkcchi,-0.26289239052194957,0.7688246256765837
US-AK-2,0.644432313459518,0.6555846212121998,0.4243176780912397,0.9531620008012012,42967.38084482498,26969.068292310574,Black-capped Chickadee,bkcchi,-0.4222278899650822,0.6555846212121998
US-AK-4,0.7565339191984966,0.7616295677063454,0.5880345116266067,0.9618368872100591,1251651.7693384145,938728.0715614413,Black-capped Chickadee,bkcchi,-0.2722949731147444,0.7616295677063454
US-CA-5,0.48004576548498895,0.49018291764695376,0.27373080023541085,0.7668249826009395,19569.744110497817,8947.773378417407,Black-capped Chickadee,bkcchi,-0.7129766562167533,0.49018291764695376
US-CO-16,0.6953966772272431,0.7021758595504413,0.5260668652085226,0.9112184811905465,138550.97429263493,95429.38542873289,Black-capped Chickadee,bkcchi,-0.35357139414914696,0.7021758595504413
US-CT-30,0.9497469714436741,0.9532145295524141,0.8022231957398428,1.123655732979827,716148.2469783749,677777.477350407,Black-capped Chickadee,bkcchi,-0.04791529095259945,0.9532145295524141
US-IA-22,0.8816827800503164,0.883682678861447,0.7414634354967962,1.0357891344474208,1248244.905059683,1095593.5572728706,Black-capped Chickadee,bkcchi,-0.12365724135023265,0.883682678861447
US-IA-23,0.9276359213585814,0.9342548897409142,0.724981787071595,1.1762816183735032,218341.13715792503,200894.01432861036,Black-capped Chickadee,bkcchi,-0.06800597676252386,0.9342548897409142
US-ID-10,0.7358644459325396,0.7375064616741834,0.6214209401428056,0.8643300135010488,885120.2188053711,648247.7290989631,Black-capped Chickadee,bkcchi,-0.3044804292144316,0.7375064616741834
US-ID-9,0.7733215576658643,0.7765882211619772,0.630436489626233,0.9379775096622287,409017.7507272677,314500.8681965824,Black-capped Chickadee,bkcchi,-0.25284502898736383,0.7765882211619772
US-IL-22,0.9795828882241796,0.9809475498596529,0.8542448862283321,1.1181885792211612,1525953.527264721,1490428.682195343,Black-capped Chickadee,bkcchi,-0.019236286840368766,0.9809475498596529
US-IL-23,1.026806446458549,1.034308407143606,0.8193667218756353,1.2897810202739262,90661.05499485607,92540.66573648651,Black-capped Chickadee,bkcchi,0.03373299771007885,1.034308407143606
US-IN-22,0.9014043026444769,0.9081682196480554,0.7002792328066856,1.1510141357147083,39459.685697001005,35266.90647223816,Black-capped Chickadee,bkcchi,-0.09632565361050985,0.9081682196480554
US-IN-23,0.9526715819059817,0.9576060160860419,0.7035777514947589,1.246935322167086,82382.05981855454,77254.18075623584,Black-capped Chickadee,bkcchi,-0.04331884229565847,0.9576060160860419
US-KS-19,1.2610725538880199,1.2697076672129213,1.008542638361153,1.5693932247738247,717195.8109674527,899136.8954554514,Black-capped Chickadee,bkcchi,0.23878669067734637,1.2697076672129213
US-KS-22,1.1563416865979834,1.1606824403256994,0.9488119747246335,1.397906191946278,1454820.7942165283,1672327.0847166027,Black-capped Chickadee,bkcchi,0.1490081427570235,1.1606824403256994
US-MA-14,0.9023685475937184,0.9071115654307722,0.7418683698580132,1.0916763949765342,573373.5600321144,515282.2217591758,Black-capped Chickadee,bkcchi,-0.0974898315463959,0.9071115654307722
US-MA-30,0.8718442659640157,0.873553737201237,0.7510393798007151,1.0062915945459547,1549475.299454605,1346551.3747968727,Black-capped Chickadee,bkcchi,-0.135185631894157,0.873553737201237
US-MD-28,0.9969164744287784,1.0006179416763328,0.8080760961166283,1.2178084555968447,106795.98786712739,105734.97474920093,Black-capped Chickadee,bkcchi,6.1775082899274e-4,1.0006179416763328
US-ME-14,1.0245290259583575,1.0254039389548715,0.8976090182048474,1.1645878627780204,6191850.653494228,6323147.327168813,Black-capped Chickadee,bkcchi,0.025086621743809923,1.0254039389548715
US-ME-30,0.9780497022497174,0.9860302569932603,0.7316249806215657,1.2828833551671188,214234.12345389606,206987.64127368727,Black-capped Chickadee,bkcchi,-0.014068238244585219,0.9860302569932603
US-MI-12,0.8543506875244982,0.8556680850529845,0.7494314403447463,0.969257844188135,6214719.075594751,5296445.470270516,Black-capped Chickadee,bkcchi,-0.15587272914162023,0.8556680850529845
US-MI-23,0.9219518534063392,0.924136803589041,0.8115476088560958,1.050148450173558,2412159.870816155,2220127.9922597073,Black-capped Chickadee,bkcchi,-0.07889516246734042,0.924136803589041
US-MN-11,0.7719559847309022,0.7730794200731876,0.6226633609870171,0.9299972545519344,276970.10480800486,211972.10626362916,Black-capped Chickadee,bkcchi,-0.2573734930162514,0.7730794200731876
US-MN-12,0.8628922712682209,0.8646389536672157,0.7530700349180407,0.9837638509627936,4148921.63942346,3572305.7395894257,Black-capped Chickadee,bkcchi,-0.1454432537880074,0.8646389536672157
US-MN-22,0.8952954650072797,0.9002607077207654,0.7177292918801305,1.1004653971924478,227292.2630748918,202327.962767772,Black-capped Chickadee,bkcchi,-0.10507088236030467,0.9002607077207654
US-MN-23,0.8885552119146235,0.8909622349487553,0.7628515259726715,1.0329395517978173,2500503.018010207,2215389.0864676363,Black-capped Chickadee,bkcchi,-0.11545323742783004,0.8909622349487553
